2011-01-01,0
2011-01-02,0
2011-01-03,700
2011-01-04,500
2011-01-05,500
2011-01-06,600
2011-01-07,600
2011-01-08,600
2011-01-09,0
2011-01-10,700
2011-01-11,700
2011-01-12,500
2011-01-13,500
2011-01-14,600
2011-01-15,500
2011-01-16,0
2011-01-17,500
2011-01-18,500
2011-01-19,500
2011-01-20,500
2011-01-21,400
2011-01-22,400
2011-01-23,0
2011-01-24,500
2011-01-25,500
2011-01-26,0
2011-01-27,450
2011-01-28,500
2011-01-29,400
2011-01-30,0
2011-01-31,500
2011-02-01,0
2011-02-02,500
2011-02-03,600
2011-02-04,500
2011-02-05,500
2011-02-06,0
2011-02-07,500
2011-02-08,500
2011-02-09,500
2011-02-10,500
2011-02-11,500
2011-02-12,500
2011-02-13,0
2011-02-14,500
2011-02-15,500
2011-02-16,0
2011-02-17,500
2011-02-18,500
2011-02-19,500
2011-02-20,0
2011-02-21,500
2011-02-22,500
2011-02-23,600
2011-02-24,0
2011-02-25,600
2011-02-26,500
2011-02-27,0
2011-02-28,500
2011-03-01,0
2011-03-02,0
2011-03-03,500
2011-03-04,500
2011-03-05,500
2011-03-06,0
2011-03-07,600
2011-03-08,600
2011-03-09,600
2011-03-10,600
2011-03-11,600
2011-03-12,600
2011-03-13,0
2011-03-14,600
2011-03-15,600
2011-03-16,500
2011-03-17,500
2011-03-18,500
2011-03-19,500
2011-03-20,0
2011-03-21,500
2011-03-22,500
2011-03-23,500
2011-03-24,600
2011-03-25,600
2011-03-26,600
2011-03-27,0
2011-03-28,500
2011-03-29,500
2011-03-30,500
2011-03-31,500
2011-04-01,0
2011-04-02,500
2011-04-03,0
2011-04-04,500
2011-04-05,500
2011-04-06,500
2011-04-07,500
2011-04-08,500
2011-04-09,500
2011-04-10,0
2011-04-11,500
2011-04-12,0
2011-04-13,600
2011-04-14,0
2011-04-15,600
2011-04-16,0
2011-04-17,0
2011-04-18,700
2011-04-19,700
2011-04-20,700
2011-04-21,700
2011-04-22,0
2011-04-23,700
2011-04-24,0
2011-04-25,600
2011-04-26,600
2011-04-27,700
2011-04-28,600
2011-04-29,700
2011-04-30,700
2011-05-01,0
2011-05-02,670
2011-05-03,700
2011-05-04,700
2011-05-05,650
2011-05-06,650
2011-05-07,700
2011-05-08,0
2011-05-09,650
2011-05-10,600
2011-05-11,600
2011-05-12,600
2011-05-13,600
2011-05-14,600
2011-05-15,0
2011-05-16,700
2011-05-17,0
